host_id,city,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,year,month
24628477,New York,Manhattan,Lower East Side,40.71963,-73.98499,Entire home/apt,261,4,196,2019-06-05,4.3,1,2019,Jun
46224845,New York,Manhattan,East Harlem,40.8081,-73.93807,Entire home/apt,225,2,62,2019-06-19,1.62,1,2019,Jun
414999,New York,Brooklyn,Greenpoint,40.72922,-73.95134,Entire home/apt,200,3,1,2015-11-03,0.02,1,2015,Nov
46234202,New York,Manhattan,Upper East Side,40.769,-73.9541,Entire home/apt,200,2,5,2016-05-22,0.11,1,2016,May
4703687,New York,Brooklyn,Greenpoint,40.72311,-73.93819,Entire home/apt,150,2,1,2016-02-27,0.02,2,2016,Feb
1423123,New York,Brooklyn,Bedford-Stuyvesant,40.69937,-73.94447,Private room,45,1,9,2019-03-06,0.27,1,2019,Mar
46289881,New York,Manhattan,Upper West Side,40.79221,-73.96588,Entire home/apt,225,3,2,2015-11-02,0.04,1,2015,Nov
39556296,New York,Brooklyn,Bedford-Stuyvesant,40.6802,-73.95768,Entire home/apt,85,3,1,2016-09-08,0.03,1,2016,Sep
5380471,New York,Manhattan,East Harlem,40.79037,-73.9445,Entire home/apt,125,1,2,2015-11-29,0.04,1,2015,Nov
4586937,New York,Brooklyn,Williamsburg,40.70658,-73.94413,Entire home/apt,100,1,2,2017-06-02,0.05,1,2017,Jun
3411058,New York,Manhattan,Nolita,40.72337,-73.99574,Entire home/apt,179,3,26,2019-06-16,0.58,1,2019,Jun
4231636,New York,Brooklyn,Bedford-Stuyvesant,40.68721,-73.94257,Private room,50,3,4,2016-01-13,0.09,1,2016,Jan
14104350,New York,Brooklyn,Bedford-Stuyvesant,40.68363,-73.94142,Entire home/apt,115,5,28,2019-07-08,0.7,2,2019,Jul
46314409,New York,Brooklyn,Bedford-Stuyvesant,40.68549,-73.93268,Entire home/apt,100,3,151,2019-06-29,3.32,1,2019,Jun
45232769,New York,Queens,Astoria,40.76628,-73.91761,Private room,75,2,94,2019-07-07,2.08,3,2019,Jul
34738391,New York,Brooklyn,Greenpoint,40.7308,-73.95394,Private room,60,1,4,2016-10-23,0.09,1,2016,Oct
21172422,New York,Manhattan,Chelsea,40.74197,-74.00409,Entire home/apt,240,2,1,2015-11-02,0.02,1,2015,Nov
46322064,New York,Manhattan,Harlem,40.81147,-73.9471,Entire home/apt,290,3,58,2018-01-02,1.33,1,2018,Jan
46323110,New York,Brooklyn,Bushwick,40.69639,-73.91008,Private room,56,5,76,2019-04-11,1.74,2,2019,Apr
46322730,New York,Manhattan,Washington Heights,40.84444,-73.9399,Private room,95,2,32,2019-06-30,0.72,1,2019,Jun
4035773,New York,Manhattan,Harlem,40.80769,-73.95497,Private room,70,1,76,2019-06-18,1.78,1,2019,Jun
15641304,New York,Manhattan,East Harlem,40.79387,-73.94202,Entire home/apt,125,4,8,2017-06-18,0.18,1,2017,Jun
3285026,New York,Manhattan,East Village,40.72704,-73.98783,Entire home/apt,195,1,4,2015-10-31,0.09,1,2015,Oct
46087238,New York,Queens,Jamaica,40.68858,-73.78961,Private room,45,1,25,2019-01-31,0.65,2,2019,Jan
46329096,New York,Brooklyn,Flatbush,40.64272,-73.95852,Private room,50,3,9,2016-10-22,0.2,1,2016,Oct
6630815,New York,Brooklyn,Bushwick,40.68769,-73.91377,Private room,55,2,197,2019-06-24,4.46,2,2019,Jun
10549906,New York,Brooklyn,Clinton Hill,40.68313,-73.96165,Entire home/apt,105,1,54,2019-06-11,1.19,1,2019,Jun
23270872,New York,Brooklyn,Bedford-Stuyvesant,40.68519,-73.91494,Private room,45,3,11,2018-09-11,0.24,1,2018,Sep
46365876,New York,Manhattan,East Village,40.73113,-73.98295,Entire home/apt,125,2,2,2016-08-31,0.06,1,2016,Aug
46372931,New York,Brooklyn,Clinton Hill,40.69096,-73.96052,Private room,95,2,10,2019-06-15,0.22,1,2019,Jun
2232742,New York,Brooklyn,Cobble Hill,40.68954,-73.99383,Entire home/apt,200,5,7,2019-01-01,0.16,1,2019,Jan
12838732,New York,Manhattan,Gramercy,40.73743,-73.98652,Entire home/apt,190,2,76,2019-06-14,1.68,1,2019,Jun
9933134,New York,Manhattan,Harlem,40.80519,-73.94974,Entire home/apt,170,4,28,2019-06-18,0.82,1,2019,Jun
46389507,New York,Brooklyn,Bedford-Stuyvesant,40.67853,-73.91142,Private room,54,2,2,2016-01-02,0.05,1,2016,Jan
46395463,New York,Manhattan,Midtown,40.75556,-73.96817,Entire home/apt,150,1,3,2015-12-28,0.07,1,2015,Dec
27657527,New York,Manhattan,East Village,40.72417,-73.98391,Entire home/apt,300,2,1,2016-01-03,0.02,1,2016,Jan
46397067,New York,Brooklyn,Prospect Heights,40.67381,-73.96496,Private room,115,2,2,2019-06-23,0.92,1,2019,Jun
46401172,New York,Manhattan,West Village,40.73458,-74.00808,Entire home/apt,225,1,83,2019-06-17,1.9,1,2019,Jun
46404051,New York,Manhattan,Midtown,40.76385,-73.98212,Entire home/apt,250,1,1,2015-10-18,0.02,1,2015,Oct
986623,New York,Brooklyn,Greenpoint,40.72216,-73.94255,Entire home/apt,129,3,93,2019-05-28,2.1,1,2019,May
1596626,New York,Manhattan,Hell's Kitchen,40.76262,-73.98677,Entire home/apt,135,2,115,2019-06-23,2.56,1,2019,Jun
2452616,New York,Brooklyn,Greenpoint,40.73072,-73.95416,Entire home/apt,175,2,12,2019-01-13,0.77,1,2019,Jan
46414646,New York,Queens,Long Island City,40.75085,-73.93743,Private room,55,3,6,2015-11-20,0.13,1,2015,Nov
18048584,New York,Manhattan,East Village,40.72988,-73.98713,Private room,125,1,2,2015-12-30,0.05,1,2015,Dec
9444795,New York,Brooklyn,Brooklyn Heights,40.69933,-73.99249,Entire home/apt,200,3,2,2017-04-17,0.06,1,2017,Apr
45600001,New York,Queens,Flushing,40.74651,-73.83195,Private room,50,1,71,2019-05-11,1.57,3,2019,May
1845920,New York,Brooklyn,Williamsburg,40.70883,-73.94415,Private room,166,1,16,2016-11-14,0.36,1,2016,Nov
27240092,New York,Manhattan,Gramercy,40.73557,-73.98353,Private room,124,1,118,2019-06-23,2.7,1,2019,Jun
46458011,New York,Brooklyn,Bushwick,40.69497,-73.92598,Private room,65,2,28,2019-03-19,0.7,1,2019,Mar
46399563,New York,Manhattan,Inwood,40.86689,-73.92224,Private room,57,1,6,2017-01-02,0.13,1,2017,Jan
18023496,New York,Manhattan,Midtown,40.74382,-73.98798,Private room,100,1,1,2015-10-15,0.02,1,2015,Oct
3758073,New York,Brooklyn,Prospect-Lefferts Gardens,40.65783,-73.9567,Private room,60,3,9,2018-07-28,0.2,1,2018,Jul
21366569,New York,Manhattan,Hell's Kitchen,40.76374,-73.99422,Private room,130,1,66,2019-07-03,1.75,2,2019,Jul
46476909,New York,Brooklyn,Crown Heights,40.67052,-73.95621,Private room,60,2,1,2015-10-21,0.02,1,2015,Oct
26123839,New York,Manhattan,East Village,40.72285,-73.98133,Private room,80,2,7,2016-03-01,0.15,1,2016,Mar
46482708,New York,Queens,Maspeth,40.72582,-73.90549,Entire home/apt,100,3,74,2019-05-20,1.63,1,2019,May
46486441,New York,Brooklyn,Bedford-Stuyvesant,40.68846,-73.95653,Entire home/apt,200,3,115,2019-07-07,2.61,1,2019,Jul
30426158,New York,Manhattan,Hell's Kitchen,40.76285,-73.99159,Private room,120,6,17,2017-10-18,0.38,2,2017,Oct
43908809,New York,Queens,Woodside,40.74968,-73.90333,Private room,170,1,1,2016-06-08,0.03,3,2016,Jun
36573037,New York,Manhattan,Inwood,40.87157,-73.91744,Private room,50,1,38,2019-07-01,0.85,2,2019,Jul
11469296,New York,Manhattan,Morningside Heights,40.80596,-73.96471,Entire home/apt,170,1,7,2016-10-08,0.16,1,2016,Oct
46509461,New York,Manhattan,Little Italy,40.71855,-73.99791,Entire home/apt,189,1,168,2019-06-22,3.71,1,2019,Jun
10328631,New York,Manhattan,Upper West Side,40.78671,-73.97825,Entire home/apt,150,2,11,2016-06-26,0.24,1,2016,Jun
7006490,New York,Manhattan,East Village,40.72797,-73.97787,Private room,77,1,9,2016-09-10,0.21,1,2016,Sep
46323110,New York,Brooklyn,Bushwick,40.6965,-73.91036,Private room,60,5,165,2019-05-21,3.63,2,2019,May
1020828,New York,Manhattan,Hell's Kitchen,40.76392,-73.99514,Entire home/apt,150,1,1,2016-05-08,0.03,1,2016,May
46544348,New York,Manhattan,Upper East Side,40.77688,-73.94687,Entire home/apt,120,1,2,2015-12-16,0.05,1,2015,Dec
31067208,New York,Manhattan,East Harlem,40.79714,-73.94023,Entire home/apt,85,1,2,2016-06-29,0.05,1,2016,Jun
46562860,New York,Bronx,Longwood,40.82226,-73.88906,Private room,60,3,8,2018-01-03,0.19,1,2018,Jan
15433113,New York,Manhattan,Harlem,40.80541,-73.95198,Entire home/apt,95,2,5,2016-02-21,0.11,1,2016,Feb
46574350,New York,Queens,Forest Hills,40.71372,-73.83693,Entire home/apt,125,1,2,2016-08-10,0.05,1,2016,Aug
20367564,New York,Manhattan,East Harlem,40.79212,-73.95032,Private room,125,2,1,2015-11-03,0.02,1,2015,Nov
3989837,New York,Brooklyn,Williamsburg,40.7074,-73.94063,Private room,59,3,59,2019-06-30,1.3,2,2019,Jun
9597041,New York,Manhattan,Harlem,40.82494,-73.943,Entire home/apt,65,2,32,2019-06-17,0.73,1,2019,Jun
5109475,New York,Brooklyn,Bushwick,40.70544,-73.91993,Private room,95,2,20,2019-06-02,0.45,2,2019,Jun
2968774,New York,Brooklyn,Crown Heights,40.66838,-73.95624,Shared room,45,1,1,2015-11-11,0.02,2,2015,Nov
25688324,New York,Manhattan,Upper West Side,40.77757,-73.97932,Entire home/apt,133,3,38,2019-06-30,0.89,1,2019,Jun
46632551,New York,Manhattan,Hell's Kitchen,40.75994,-73.98812,Entire home/apt,259,2,103,2019-06-21,2.29,1,2019,Jun
15995278,New York,Manhattan,Lower East Side,40.72189,-73.99187,Entire home/apt,139,3,6,2016-10-27,0.13,1,2016,Oct
4262510,New York,Manhattan,Morningside Heights,40.81417,-73.9603,Private room,39,3,6,2016-01-23,0.13,1,2016,Jan
6818674,New York,Brooklyn,Greenpoint,40.73262,-73.95209,Entire home/apt,100,1,2,2015-11-29,0.05,1,2015,Nov
27502041,New York,Queens,Sunnyside,40.74746,-73.91416,Entire home/apt,99,3,40,2019-06-10,0.91,1,2019,Jun
4077292,New York,Brooklyn,Bushwick,40.69744,-73.90773,Private room,70,4,57,2019-06-23,1.44,2,2019,Jun
46690777,New York,Brooklyn,Crown Heights,40.67653,-73.93766,Private room,88,4,64,2019-05-11,1.44,1,2019,May
16877292,New York,Manhattan,East Harlem,40.79207,-73.94196,Private room,80,1,16,2019-05-04,1.15,2,2019,May
12502512,New York,Brooklyn,Bushwick,40.69451,-73.92397,Private room,44,1,1,2015-12-27,0.02,1,2015,Dec
6764705,New York,Manhattan,West Village,40.7382,-74.00299,Entire home/apt,299,5,4,2016-07-05,0.09,1,2016,Jul
3538412,New York,Brooklyn,Williamsburg,40.70573,-73.92887,Entire home/apt,195,4,85,2019-06-19,1.93,1,2019,Jun
46628999,New York,Brooklyn,Williamsburg,40.71282,-73.95537,Entire home/apt,140,3,8,2018-11-09,0.18,1,2018,Nov
7918948,New York,Manhattan,Hell's Kitchen,40.76263,-73.98909,Entire home/apt,180,1,1,2015-12-13,0.02,1,2015,Dec
46741696,New York,Queens,Woodside,40.74688,-73.90674,Private room,70,3,138,2019-06-20,3.1,1,2019,Jun
11659708,New York,Brooklyn,Bedford-Stuyvesant,40.69349,-73.94746,Private room,65,5,1,2016-03-06,0.02,1,2016,Mar
5548597,New York,Manhattan,Upper East Side,40.77162,-73.95808,Entire home/apt,150,1,6,2016-07-26,0.14,1,2016,Jul
46778191,New York,Brooklyn,Williamsburg,40.71454,-73.95894,Private room,125,3,1,2015-10-27,0.02,1,2015,Oct
30116009,New York,Brooklyn,Sunset Park,40.6503,-74.00231,Entire home/apt,115,5,1,2016-01-03,0.02,1,2016,Jan
46785121,New York,Brooklyn,Greenpoint,40.72024,-73.95483,Entire home/apt,169,1,22,2019-07-02,2.59,1,2019,Jul
46786142,New York,Brooklyn,East Flatbush,40.65012,-73.94056,Private room,75,1,15,2018-10-08,0.33,1,2018,Oct
20627781,New York,Brooklyn,Greenpoint,40.72569,-73.95515,Private room,56,2,1,2016-01-03,0.02,1,2016,Jan
46182242,New York,Brooklyn,Sunset Park,40.64469,-74.01035,Entire home/apt,140,2,74,2018-12-16,1.65,1,2018,Dec
46810144,New York,Brooklyn,Prospect-Lefferts Gardens,40.6583,-73.95405,Private room,95,2,57,2019-06-24,1.27,1,2019,Jun
1317384,New York,Manhattan,Harlem,40.82647,-73.94747,Private room,73,2,92,2019-06-12,2.08,2,2019,Jun
18655157,New York,Manhattan,Midtown,40.74387,-73.98496,Shared room,55,5,5,2019-06-20,0.12,3,2019,Jun
2968774,New York,Brooklyn,Crown Heights,40.66776,-73.957,Entire home/apt,125,2,10,2016-04-18,0.22,2,2016,Apr
46848226,New York,Queens,Astoria,40.7601,-73.91929,Private room,60,2,5,2018-06-01,0.21,1,2018,Jun
321710,New York,Brooklyn,Cobble Hill,40.68653,-73.99288,Entire home/apt,225,3,1,2016-04-12,0.03,1,2016,Apr
46881049,New York,Brooklyn,Canarsie,40.64455,-73.90978,Entire home/apt,169,2,30,2019-06-30,0.87,1,2019,Jun
12933114,New York,Manhattan,East Village,40.72143,-73.97824,Entire home/apt,130,5,4,2017-01-01,0.09,1,2017,Jan
46888345,New York,Brooklyn,Williamsburg,40.70666,-73.93788,Private room,53,3,1,2015-12-31,0.02,1,2015,Dec
806818,New York,Brooklyn,Bedford-Stuyvesant,40.67851,-73.92002,Entire home/apt,150,2,121,2019-06-14,2.69,1,2019,Jun
8595112,New York,Manhattan,Midtown,40.75531,-73.97147,Private room,140,1,13,2016-05-17,0.29,2,2016,May
26271616,New York,Manhattan,Upper West Side,40.80101,-73.96076,Private room,98,2,1,2015-12-20,0.02,2,2015,Dec
11458977,New York,Brooklyn,Clinton Hill,40.68699,-73.9639,Entire home/apt,120,3,88,2019-06-26,2.04,1,2019,Jun
46815771,New York,Manhattan,Midtown,40.75687,-73.96639,Entire home/apt,170,3,1,2015-12-09,0.02,1,2015,Dec
46901221,New York,Brooklyn,Sheepshead Bay,40.5974,-73.96211,Entire home/apt,129,2,137,2019-07-02,3.55,2,2019,Jul
46901221,New York,Brooklyn,Sheepshead Bay,40.59629,-73.96367,Entire home/apt,119,2,174,2019-06-30,3.88,2,2019,Jun
4428757,New York,Brooklyn,Crown Heights,40.6758,-73.93185,Private room,50,6,24,2018-05-13,0.54,1,2018,May
27670390,New York,Brooklyn,Fort Greene,40.69402,-73.97274,Private room,55,1,3,2018-12-31,0.09,1,2018,Dec
46946480,New York,Brooklyn,Williamsburg,40.71223,-73.94864,Entire home/apt,275,3,51,2017-12-03,1.14,1,2017,Dec
2948932,New York,Brooklyn,Bushwick,40.69689,-73.93333,Private room,65,2,6,2016-09-10,0.13,1,2016,Sep
2932525,New York,Brooklyn,Crown Heights,40.66352,-73.96005,Entire home/apt,170,3,28,2018-10-01,0.62,1,2018,Oct
46953097,New York,Bronx,Concourse Village,40.82705,-73.91337,Private room,95,2,6,2016-08-14,0.14,1,2016,Aug
15105912,New York,Manhattan,Harlem,40.80473,-73.94763,Entire home/apt,175,3,186,2019-07-05,4.12,1,2019,Jul
5485733,New York,Brooklyn,Williamsburg,40.70862,-73.95432,Entire home/apt,150,2,19,2017-10-14,0.42,1,2017,Oct
9060143,New York,Brooklyn,Bushwick,40.69502,-73.93126,Entire home/apt,75,3,6,2017-08-29,0.15,1,2017,Aug
40552516,New York,Brooklyn,Bedford-Stuyvesant,40.6863,-73.92635,Private room,51,1,2,2015-11-28,0.05,1,2015,Nov
46979077,New York,Queens,Elmhurst,40.74085,-73.89022,Private room,65,1,123,2019-06-22,2.76,2,2019,Jun
12774739,New York,Brooklyn,Bedford-Stuyvesant,40.68654,-73.95044,Private room,40,5,12,2019-03-10,0.28,1,2019,Mar
4974196,New York,Manhattan,Greenwich Village,40.72744,-73.99979,Entire home/apt,157,3,2,2017-11-25,0.1,1,2017,Nov
2599664,New York,Manhattan,Lower East Side,40.7154,-73.98473,Entire home/apt,170,1,1,2015-11-26,0.02,1,2015,Nov
25077909,New York,Brooklyn,Bedford-Stuyvesant,40.68915,-73.92467,Private room,50,3,15,2019-02-28,0.33,2,2019,Feb
13813923,New York,Queens,Long Island City,40.74417,-73.94964,Private room,55,1,33,2019-04-22,2.1,2,2019,Apr
47013708,New York,Brooklyn,Crown Heights,40.67867,-73.96276,Private room,45,3,3,2015-11-25,0.07,1,2015,Nov
47025665,New York,Brooklyn,Bedford-Stuyvesant,40.68973,-73.93785,Entire home/apt,105,4,131,2019-06-17,2.92,1,2019,Jun
47022650,New York,Manhattan,East Harlem,40.79405,-73.93429,Entire home/apt,150,1,48,2019-06-23,1.07,3,2019,Jun
25344446,New York,Brooklyn,Park Slope,40.67037,-73.97637,Private room,105,5,32,2019-05-25,0.71,2,2019,May
31019553,New York,Brooklyn,Bedford-Stuyvesant,40.68466,-73.92576,Entire home/apt,150,1,1,2015-11-02,0.02,1,2015,Nov
8011670,New York,Brooklyn,Bedford-Stuyvesant,40.68757,-73.93032,Entire home/apt,70,2,77,2019-06-29,1.77,1,2019,Jun
4048695,New York,Brooklyn,Clinton Hill,40.68724,-73.96361,Entire home/apt,120,2,28,2019-06-30,0.64,1,2019,Jun
36228511,New York,Manhattan,East Village,40.72247,-73.98435,Private room,100,1,5,2017-01-04,0.12,1,2017,Jan
47076540,New York,Manhattan,Morningside Heights,40.81111,-73.95465,Private room,125,1,27,2019-05-28,2.87,1,2019,May
24677080,New York,Manhattan,Upper East Side,40.77762,-73.9516,Entire home/apt,170,1,190,2019-06-17,4.36,1,2019,Jun
8311526,New York,Manhattan,Upper West Side,40.79807,-73.96894,Private room,80,1,1,2015-11-03,0.02,1,2015,Nov
47104818,New York,Brooklyn,Bedford-Stuyvesant,40.6899,-73.93228,Private room,249,3,5,2019-07-02,0.45,3,2019,Jul
410665,New York,Manhattan,East Village,40.7232,-73.98561,Entire home/apt,139,3,11,2018-05-28,0.25,1,2018,May
4422465,New York,Brooklyn,Bushwick,40.70288,-73.91506,Entire home/apt,89,4,5,2018-09-06,0.12,1,2018,Sep
31680304,New York,Brooklyn,Gravesend,40.58892,-73.97379,Private room,70,3,67,2018-10-07,1.53,2,2018,Oct
2266437,New York,Manhattan,East Village,40.72314,-73.97929,Entire home/apt,200,5,10,2018-12-28,0.26,1,2018,Dec
24780521,New York,Brooklyn,Greenpoint,40.72698,-73.94911,Private room,90,1,116,2019-06-09,3.17,1,2019,Jun
47129484,New York,Manhattan,Gramercy,40.73744,-73.98413,Entire home/apt,305,3,175,2019-06-21,3.89,1,2019,Jun
47139912,New York,Manhattan,Upper East Side,40.77029,-73.95812,Entire home/apt,110,3,69,2018-09-10,1.78,1,2018,Sep
39763202,New York,Brooklyn,Crown Heights,40.66869,-73.96022,Entire home/apt,150,2,11,2016-10-09,0.24,1,2016,Oct
15055897,New York,Brooklyn,Clinton Hill,40.6921,-73.96603,Entire home/apt,125,3,3,2017-01-02,0.08,2,2017,Jan
254860,New York,Manhattan,Chinatown,40.71434,-73.99342,Private room,80,4,1,2015-11-02,0.02,1,2015,Nov
21716352,New York,Manhattan,Kips Bay,40.74208,-73.98084,Entire home/apt,120,1,4,2016-04-01,0.1,1,2016,Apr
6304221,New York,Manhattan,SoHo,40.72038,-73.99818,Entire home/apt,190,2,10,2019-07-01,0.97,1,2019,Jul
3331710,New York,Manhattan,Greenwich Village,40.72874,-74.00122,Entire home/apt,200,2,29,2019-01-01,0.65,1,2019,Jan
47198995,New York,Staten Island,Grymes Hill,40.61201,-74.09513,Entire home/apt,200,1,1,2015-11-01,0.02,1,2015,Nov
12995701,New York,Manhattan,West Village,40.73208,-74.00393,Entire home/apt,200,4,1,2016-01-01,0.02,1,2016,Jan
47202400,New York,Brooklyn,Bedford-Stuyvesant,40.67867,-73.92282,Entire home/apt,130,3,129,2019-06-11,2.93,1,2019,Jun
21647215,New York,Manhattan,East Harlem,40.79717,-73.93519,Entire home/apt,95,1,2,2015-11-18,0.04,1,2015,Nov
2660650,New York,Queens,Long Island City,40.74977,-73.93979,Private room,100,4,46,2019-06-29,1.18,1,2019,Jun
47212879,New York,Manhattan,Inwood,40.86703,-73.93007,Private room,75,3,1,2016-07-08,0.03,1,2016,Jul
47217135,New York,Manhattan,Upper East Side,40.7737,-73.95616,Shared room,80,1,17,2016-04-23,0.38,1,2016,Apr
14456700,New York,Brooklyn,Williamsburg,40.71594,-73.95991,Private room,60,2,1,2019-05-12,0.52,1,2019,May
47219962,New York,Brooklyn,Prospect-Lefferts Gardens,40.66289,-73.96175,Entire home/apt,125,2,125,2019-06-30,2.79,2,2019,Jun
7360880,New York,Brooklyn,Bedford-Stuyvesant,40.68532,-73.9571,Private room,80,1,2,2015-12-29,0.05,1,2015,Dec
1393469,New York,Brooklyn,Flatbush,40.65228,-73.96428,Entire home/apt,97,2,22,2019-05-21,0.54,1,2019,May
22007415,New York,Manhattan,East Village,40.72246,-73.97912,Private room,110,3,2,2016-06-12,0.05,1,2016,Jun
14544355,New York,Brooklyn,Crown Heights,40.66588,-73.95677,Entire home/apt,140,3,60,2019-06-10,1.34,1,2019,Jun
1283476,New York,Brooklyn,Bedford-Stuyvesant,40.68758,-73.94572,Private room,57,5,14,2019-05-29,0.37,2,2019,May
10701169,New York,Brooklyn,Crown Heights,40.67192,-73.95116,Private room,50,3,1,2016-06-30,0.03,1,2016,Jun
4186597,New York,Manhattan,Harlem,40.80822,-73.94264,Entire home/apt,180,2,18,2019-06-13,0.42,1,2019,Jun
6075567,New York,Brooklyn,Crown Heights,40.67089,-73.94825,Entire home/apt,100,2,13,2018-09-09,0.31,1,2018,Sep
21804910,New York,Brooklyn,Greenpoint,40.73258,-73.95582,Entire home/apt,175,2,21,2019-05-19,1.4,1,2019,May
13530279,New York,Manhattan,East Village,40.72517,-73.99023,Private room,100,3,3,2016-01-03,0.07,1,2016,Jan
47275801,New York,Brooklyn,Williamsburg,40.71256,-73.95224,Entire home/apt,250,2,1,2015-12-06,0.02,1,2015,Dec
1606152,New York,Brooklyn,Williamsburg,40.70697,-73.94291,Entire home/apt,150,1,1,2015-11-29,0.02,1,2015,Nov
26379512,New York,Queens,Long Island City,40.74495,-73.9557,Private room,90,3,34,2019-07-06,1.02,1,2019,Jul
17713747,New York,Manhattan,Washington Heights,40.85479,-73.93313,Entire home/apt,150,5,6,2016-11-26,0.14,3,2016,Nov
47289872,New York,Manhattan,Lower East Side,40.72004,-73.99026,Entire home/apt,190,1,2,2015-11-25,0.05,1,2015,Nov
260958,New York,Manhattan,Lower East Side,40.71334,-73.99025,Private room,75,1,91,2018-10-08,2.07,3,2018,Oct
8163703,New York,Brooklyn,Williamsburg,40.71238,-73.9559,Entire home/apt,150,3,12,2016-07-19,0.28,1,2016,Jul
47219962,New York,Brooklyn,Prospect-Lefferts Gardens,40.66086,-73.96159,Entire home/apt,150,2,123,2019-07-01,2.74,2,2019,Jul
42570179,New York,Manhattan,Washington Heights,40.83559,-73.94552,Private room,75,2,53,2018-06-29,1.18,1,2018,Jun
1453898,New York,Brooklyn,Williamsburg,40.71254,-73.96849,Private room,80,2,38,2018-07-28,0.89,3,2018,Jul
3724325,New York,Manhattan,East Village,40.72162,-73.97923,Entire home/apt,185,2,4,2016-09-10,0.09,1,2016,Sep
2123463,New York,Brooklyn,Bushwick,40.69342,-73.91116,Private room,55,1,2,2016-10-01,0.05,1,2016,Oct
46019410,New York,Brooklyn,Sheepshead Bay,40.59631,-73.95743,Entire home/apt,98,2,12,2018-06-24,0.27,1,2018,Jun
47353889,New York,Brooklyn,Prospect Heights,40.67939,-73.97126,Private room,75,4,40,2016-09-30,0.89,1,2016,Sep
34398769,New York,Manhattan,Upper East Side,40.76773,-73.95456,Entire home/apt,145,1,3,2016-01-02,0.07,1,2016,Jan
5671308,New York,Manhattan,East Village,40.73164,-73.98454,Entire home/apt,135,3,10,2016-03-24,0.23,1,2016,Mar
47394476,New York,Queens,Astoria,40.76352,-73.91353,Private room,50,2,1,2015-11-03,0.02,1,2015,Nov
47399155,New York,Manhattan,Tribeca,40.72024,-74.00866,Private room,100,1,25,2017-10-20,0.72,1,2017,Oct
47403089,New York,Manhattan,East Village,40.72281,-73.97768,Entire home/apt,130,1,6,2015-12-30,0.13,1,2015,Dec
47406119,New York,Manhattan,SoHo,40.72558,-74.00195,Private room,145,2,1,2015-10-27,0.02,1,2015,Oct
47411697,New York,Manhattan,Harlem,40.81185,-73.94579,Private room,90,2,67,2019-06-22,1.54,1,2019,Jun
8093077,New York,Manhattan,Upper East Side,40.76717,-73.95317,Entire home/apt,250,2,3,2016-07-30,0.07,1,2016,Jul
38738475,New York,Brooklyn,Park Slope,40.67036,-73.97776,Entire home/apt,90,5,1,2016-01-05,0.02,1,2016,Jan
4655737,New York,Manhattan,East Village,40.72742,-73.98968,Entire home/apt,175,5,9,2017-08-27,0.2,1,2017,Aug
2653685,New York,Brooklyn,Bedford-Stuyvesant,40.68282,-73.93289,Entire home/apt,120,2,74,2019-07-01,1.65,1,2019,Jul
47426195,New York,Manhattan,Harlem,40.80891,-73.94113,Private room,85,1,3,2017-10-22,0.07,1,2017,Oct
23948552,New York,Manhattan,Chinatown,40.71544,-73.99106,Private room,90,1,1,2015-10-28,0.02,1,2015,Oct
14356,New York,Brooklyn,South Slope,40.66255,-73.983,Private room,70,6,9,2017-08-31,0.21,1,2017,Aug
47457325,New York,Manhattan,Harlem,40.8239,-73.95393,Entire home/apt,110,3,1,2015-11-29,0.02,1,2015,Nov
29721928,New York,Manhattan,West Village,40.73001,-74.00369,Entire home/apt,195,3,5,2017-03-12,0.14,1,2017,Mar
23338493,New York,Manhattan,Chinatown,40.71665,-73.99633,Private room,104,3,65,2017-05-26,1.46,1,2017,May
42786873,New York,Brooklyn,Bedford-Stuyvesant,40.6948,-73.94161,Private room,45,1,2,2015-11-02,0.04,1,2015,Nov
16154600,New York,Brooklyn,Kensington,40.64584,-73.97303,Private room,40,4,1,2016-01-02,0.02,1,2016,Jan
4055295,New York,Manhattan,Harlem,40.82673,-73.94995,Entire home/apt,100,2,17,2016-12-27,0.39,1,2016,Dec
301887,New York,Manhattan,West Village,40.73658,-74.00121,Entire home/apt,295,4,2,2016-07-23,0.05,1,2016,Jul
6509584,New York,Manhattan,Upper West Side,40.80059,-73.96552,Entire home/apt,75,1,123,2019-07-01,2.89,1,2019,Jul
19885346,New York,Brooklyn,Williamsburg,40.70448,-73.94208,Private room,75,3,6,2016-08-16,0.16,1,2016,Aug
7486909,New York,Manhattan,East Harlem,40.79311,-73.93928,Entire home/apt,110,1,85,2019-05-06,1.9,1,2019,May
2069753,New York,Manhattan,East Village,40.73014,-73.98019,Entire home/apt,185,2,2,2016-09-25,0.06,1,2016,Sep
39916377,New York,Manhattan,Upper East Side,40.76295,-73.95725,Entire home/apt,145,6,49,2019-06-21,2.38,1,2019,Jun
15175378,New York,Brooklyn,Crown Heights,40.67594,-73.94839,Entire home/apt,145,5,98,2019-06-29,2.26,2,2019,Jun
47408505,New York,Manhattan,Upper East Side,40.77038,-73.95829,Entire home/apt,195,4,4,2016-05-14,0.09,1,2016,May
27012583,New York,Manhattan,Midtown,40.7606,-73.97181,Private room,86,1,3,2015-11-02,0.07,1,2015,Nov
12690012,New York,Manhattan,Harlem,40.83013,-73.94112,Private room,65,3,17,2019-04-18,0.39,1,2019,Apr
